"Race","WHITE_CY","BLACK_CY","AMERIND_CY","HISPPOP_CY","ASIANPACI_CY","OTHER_CY","prop_white","prop_black","prop_amerind","prop_hisp","prop_asianpa","prop_other","white_fam","black_fam","amerind_fam","hisp_fam","asianpac_fam"
1,0.871430981650811,0.0357176752033325,0.00312082902405584,0.0414922215117586,0.0165300060945327,0.0317082865155091,0.935659628504374,0.00653540653779128,0.00174251028010154,0.0389139176631717,0.00484963818789032,0.012298898826671,1,0,0,0,0
NA,0.905373164483471,0.0175284976493362,0.00542524024325189,0.0384436486300886,0.0101875815305811,0.0230418674632711,0.776564370897972,0.173266136541917,0.00837037528701012,0.0198158583180003,0.00496940103761063,0.0170138579174897,1,0,0,0,0
NA,0.916345146643129,0.00813298616282127,2.17562338841063e-05,0.028023483155297,0.0252969828037499,0.022179645001119,0.674821162693169,0.0165311073517122,0.00372074408345052,0.2197737300208,0.0140293168162992,0.0711239390345683,0,0,0,0,0
1,0.907660475699009,0.0236670961055858,0.0089495354931286,0.023197910223317,0.00586340934646009,0.0306615731324994,0.806466678958593,0.156981453657053,0.00472757083105807,0.0138840876002274,0.0050658675588704,0.012874341394198,1,0,0,0,0
2,0.834220268596619,0.0420441649597982,0.010725378466019,0.0446524433535402,0.0127558623071856,0.0556018823168381,0.444250905470094,0.503908024322769,0.00683599848230865,0.0212202321751868,0.00404107916662447,0.0197437603830169,1,0,0,0,0
NA,0.274344938472656,0.217356334319913,0.00874141643830104,0.203811969225004,0.0160725528326709,0.279672788711454,0.00250340830890392,0.185051198922054,0.00192418586626491,0.434900668596353,0.113592714419023,0.262027823887402,1,0,0,0,0
NA,0.828274976839261,0.0339192684154193,0.00610991970648237,0.0523878874050255,0.0385357216611314,0.0407722259726803,0.930182023622973,0.00249951216812671,0.00120232019358523,0.0515464120186259,0.00395121410056226,0.0106185178961272,1,0,0,0,0
NA,0.677127857458079,0.0537023136725268,0.00120680485518082,0.153525084516735,0.0191033743580192,0.0953345651394587,0.847669035072774,0.00423752295482873,0.00232332378326602,0.0411041309708022,0.031280269846763,0.0733857173715655,0,0,0,0,0
NA,0.728587093533796,0.0570392239400669,0.000831159970457872,0.145500681857916,0.0166743448212977,0.0513674958764649,0.681888288864697,0.272816341706694,0.0075836329952503,0.0153939059564717,0.00476350097725549,0.0175543294996309,0,0,0,0,0
4,0.905111164333043,0.00817974947465355,0.00337623642059682,0.0414643925755696,0.0204622277007881,0.0214062294953488,0.483298854996449,0.136064344898728,0.00510571338757324,0.055453022171974,0.0347762607741604,0.285301803771116,1,0,1,0,0
2,0.468255108559745,0.0931574283912619,0.00289617766446834,0.227463299239126,0.0221027345917847,0.186125251553614,0.87329921202854,0.0726138779664482,0.0093430510691608,0.0201381222915119,0.00655197136382616,0.0180537652805129,1,0,0,0,0
2,0.871405168944538,0.0193028440244324,0.00285280073286971,0.0398053247550641,0.0228994748421589,0.0437343867009374,0.69380032726582,0.251864857580018,0.0140922058769526,0.011969658215614,0.008844321917907,0.0194286291436885,1,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,0.968840378922913,0.000856918939141413,0.000937120083093413,0.0276765727174001,0.000256217476957322,0.00143279186049519,1,0,0,0,1
1,0.759989785535301,0.0515325622390941,0.00543856672631466,0.0962350636730217,0.0238610457682436,0.0629429760580248,0.976038880615511,0.0014029466850996,0.00409597623378197,0.011003834441434,0.000730205402241504,0.0067281566219321,0,0,0,0,0
1,0.873471633474123,0.0157069382846565,0.0053817384267486,0.0492457416929159,0.0188183118059832,0.0373756363155731,0.610231468112097,0.340936595790537,0.00867955110895641,0.0164021084723151,0.00557577461475081,0.0181745019013436,1,0,0,0,0
1,0.938117408412974,0.00669852269715078,0.00279050948139817,0.0287499258003698,0.0041656336364905,0.0194779999716172,0.892751261467671,0.0252643959261072,0.0326128890719275,0.0195661947228019,0.0122311203998269,0.0175741384116653,1,0,0,0,0
1,0.860345970433321,0.0260229763296942,0.0258182994842857,0.0261303870991452,0.0181587277461192,0.0435236389074345,0.934867378315618,0.0189076167375608,0.00745545224869293,0.0155970865283854,0.00427443956980994,0.018898026599933,1,0,0,0,0
NA,0.831924347361507,0.0204754754199606,0.00281134948497478,0.076171957910439,0.00967790362050564,0.0589389662026133,0.96082066292757,0.00600058197893666,0.00315764878364712,0.0140988144035892,0.00546095472058602,0.0104613371856709,0,0,0,0,0
NA,0.271784859186305,0.268778786533486,0.0112808661350348,0.215053428183692,0.0125837011453591,0.220518358816124,0.321528923050065,0.0204217979152973,0.00191161024148542,0.611526018644338,0.011914836676694,0.0326968134721197,1,0,0,1,0
NA,0.741754103216615,0.085918086145785,0.0135753031635172,0.0300246591316491,0.0257344138956157,0.102993434446818,NA,NA,NA,NA,NA,NA,1,0,0,0,0
NA,0.954201655119433,0.00288214005667494,0.00611696476148391,0.0120287272031691,0.00381127461369179,0.0209592382455467,0.728683981854142,0.221588317701049,0.00902608696548352,0.0155817510816473,0.00404560659482915,0.0210742558028489,1,0,0,0,1
NA,0.374459144746855,0.184263258680075,0.00425618750304279,0.247779419849221,0.00897774231650541,0.180264246904301,0.873758524985483,0.0615975336304563,0.0027911772468751,0.0315299802737742,0.000709998922293041,0.0296127849411186,1,0,0,0,0
1,0.646795299024252,0.0965378326280534,0.00177741776043981,0.0364532748907063,0.159308588425176,0.0591275872713728,0.811654064525351,0.142649124210335,0.00881814792677813,0.0170142988998479,0.00437460565316135,0.0154897587845265,1,0,0,1,0
1,NA,NA,NA,NA,NA,NA,0.808591250789869,0.148543120422346,0.00468383906097388,0.0170407163579333,0.00477174583990246,0.0163693275289759,1,1,0,0,0
NA,0.905650461580697,0.0236424722157978,0.00722357696339715,0.0237051088288334,0.00620117244777227,0.0335772079635026,0.943742018847396,0.00135044148518665,0.00448864174619498,0.0316368156822818,0.00626328688557634,0.012518795353364,1,0,0,0,0
1,0.701004022075574,0.0464370905262124,0.00415082788896172,0.115243309703017,0.0570320691953827,0.076132680610852,0.634655616354609,0.0427049267583671,0.00345329508963525,0.0396728965851929,0.0511432587792733,0.228370006432922,1,0,0,0,0
2,0.858207103916519,0.0239468126141454,0.00176911175138408,0.0594998598896114,0.0216534311539711,0.0349236806743695,0.77338404039577,0.181140350127874,0.00755540475093207,0.0171816401949852,0.00478899390063986,0.0159495706297986,0,0,1,0,0
1,0.899389725220068,0.0151932644336748,0.00908948517592717,0.0311175285414858,0.00986766447578842,0.0353423321530562,0.807174495500351,0.13385780372254,0.0123196760462855,0.0188805527537979,0.0065958590586243,0.0211716129184015,1,0,0,0,0
1,0.805144270600743,0.0182919714861584,0.00747942765624373,0.0884606479835296,0.0141568386617175,0.0664668436116075,0.726154623101365,0.00883970543259251,0.0238240413474392,0.208878156119257,0.0177152611774674,0.0145882128218781,1,0,0,0,0
NA,0.837423086153396,0.0114050212682272,0.00392244159292143,0.0672722389354298,0.0311167688326892,0.0488604432173361,0.881418052465138,0.0719187743125527,0.00654355352896457,0.0181592689794353,0.00688389434311314,0.015076456370796,1,0,0,0,0
1,0.891429463213819,0.0310143268922325,0.00219425605371959,0.0361878946244591,0.0123460554839075,0.0268280037318629,0.939014890452534,0.00173636832332593,0.00318416980420044,0.0117638919608885,0.0426908626180201,0.00160981684103068,0,0,0,0,0
NA,0.759742273650804,0.0634906067693017,0.00298884267500023,0.101846863147628,0.0191984433622691,0.0527329703949966,0.78001906282149,0.134944871300774,0.0302573135777923,0.019527337792178,0.00690050398391475,0.028350910523851,1,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,0.724555020718423,0.00100786709357515,0.000727291162367638,0.155175116300562,0.0555540169433485,0.0629806877817234,1,0,0,0,0
1,0.88946072898042,0.0154872809630573,0.00230260414805873,0.0416102328684965,0.0133618106165608,0.0377773424234067,0.931579337961667,0.0144261694799954,0.0026731511546471,0.00236407594641969,0.0341807400318104,0.0147765254254605,1,0,0,0,0
NA,0.941558148136283,0.00718368791531129,0.00245059720860758,0.0284854167188894,0.00445803049132748,0.0158641195295816,0.944882778646403,0.000785816794802892,0.00144560561753976,0.0389014333381961,0.00218078475918686,0.0118035808438713,1,0,0,0,0
NA,0.718725065781088,0.0452415172463574,0.00834695615462937,0.144021871706357,0.00526504892163068,0.0783995401899371,0.781893121038034,0.163270586127945,0.0120221192979431,0.0164228437961373,0.00954703611080406,0.0168442936291359,1,0,0,0,0
NA,0.114269348025748,0.295937743380377,0.0228169920265612,0.297509571453854,0.0435738146252358,0.225892530488224,0.0491690281407097,0.012568456777134,0.00267357719507825,0.921448772425007,0.0128155892777227,0.00132457618434877,0,0,0,0,0
